# EntrezGeneId,ABAGeneSymbol
50523,Lats2
50524,Sall2
50525,Spag6
50527,Ero1l
50529,Mrps7
50530,Mfap5
50540,Igbp1b
50706,Postn
50708,Hist1h1c
50709,Hist1h1e
50720,Sacs
50721,Sirt6
50722,Dkkl1
50723,Icosl
50724,Sap30l
50753,Fbxo8
50754,Fbxw7
50755,Fbxo18
50757,Fbxw14
50758,Fbxl17
50759,Fbxo16
50760,Fbxo17
50762,Fbxo6b
50765,Trfr2
50766,Crim1
50767,Pnpla6
50769,Atp8a2
50770,Atp11a
50771,Atp9b
50772,Mapk6
50773,Nt5c
50776,Polg2
50777,Nrbf2
50778,Rgs1
50779,Rgs6
50780,Rgs3
50781,Dkk3
50782,Rgs11
50783,Lsm4
50784,Ppap2c
50785,Hs6st1
50786,Hs6st2
50787,Hs6st3
50788,Fbxl8
50789,Fbxl3
50790,Acsl4
50791,Magi2
50793,Orc3l
50794,Klf13
50795,Sh3bgr
50796,Dmrt1
50797,Copb2
50798,Gne
50817,Solh
50849,Rnf10
50850,Spast
50868,Keap1
50873,Park2
50874,Tmod4
50875,Tmod3
50876,Tmod2
50877,Neu3
50878,Stag3
50880,Scly
50883,Chek2
50884,Nckap1
50887,Nsbp1
50905,Il17rb
50907,Preb
50908,C1s
50909,C1r
50911,Exosc9
50912,Exosc10
50913,Olig2
50914,Olig1
50915,Grb14
50916,Irx4
50917,Galns
50918,Myadm
50926,Hnrpdl
50927,Nasp
50928,Klrg1
50930,Tnfsf14
50931,Il27ra
50933,Uchl3
50934,Slc7a8
50935,St6galnac6
50994,Mtag2
50995,Uble1b
50997,Mpp2
51786,Cpsf2
51788,H2afz
51789,Tnk2
51791,Rgs14
51792,Ppp2r1a
51793,Ddah2
51795,Srpx
51796,Srrm1
51797,Ctps
51798,Ech1
51799,Rap2ip
51800,Bok
51801,Ramp1
51810,Hnrpu
51811,Clec4f
51812,Mcrs1
51813,Ccnc
51869,Rif1
51885,D2Ertd435e
51886,Fubp1
51897,D2Ertd391e
51902,Rnf24
51938,Ccdc39
51944,D2Ertd750e
51960,Kctd18
52004,Cdk2ap2
52009,D17Ertd441e
52013,D19Ertd386e
52014,D10Ertd438e
52020,Umodl1
52023,D14Ertd581e
52024,Ankrd22
52028,Bbs1
52033,Pbk
52036,Saps3
52040,Ppp1r10
52055,Rab11fip5
52064,Coq5
52065,Mfhas1
52076,Tmem38b
52118,Pvr
52120,D8Ertd354e
52123,Agpat5
52132,Ccdc97
52150,Kcnk6
52163,Camk1
52174,D4Ertd196e
52184,Odf2l
52187,Rragd
52202,Rbm34
52206,Anapc4
52223,D6Ertd160e
52231,D1Ertd161e
52245,Commd2
52250,Reep1
52276,Cdca8
52285,D6Ertd474e
52323,Klhl7
52325,D7Ertd413e
52331,D5Ertd593e
52348,Vps37a
52357,Wwc2
52377,Rcn3
52389,Gpr123
52392,D1Ertd622e
52397,Zfp644
52430,Echdc2
52432,Ppp2r2d
52440,Tax1bp1
52443,Mrpl48
52463,Cxxc6
52466,D11Ertd18e
52468,Ctdsp2
52469,Ccdc56
52477,Angel2
52480,D7Ertd715e
52502,Carhsp1
52504,Cenpo
52513,Ddx56
52521,Zfp622
52530,Nola2
52538,Acaa2
52551,Sgta
52552,Parp8
52563,Cdc23
52570,Ccdc69
52575,Rg9mtd1
52585,Dhrs1
52588,Tspan14
52589,Ncald
52592,Brms1l
52609,Cbx7
52614,Emr4
52615,Suz12
52626,D11Ertd497e
52633,Nit2
52637,Zcd1
52639,Wipi1
52653,Nudcd2
52662,D18Ertd653e
52665,Echdc1
52666,D10Ertd610e
52668,D12Ertd647e
52670,D11Ertd636e
52679,E2f7
52683,D15Ertd785e
52685,Cd300lg
52686,Mettl2
52690,Setd3
52696,Zwint
52700,Txnl5
52705,Krr1
52708,Zfp410
52710,Gpr172b
52712,Zfp535
52713,Ccdc59
52715,Ccdc43
52717,D10Ertd641e
52793,ORF9
52808,Tspyl2
52815,Ldhd
52822,Rufy3
52829,D4Bwg0951e
52830,Pnrc2
52837,Txndc13
52838,D2Bwg1335e
52840,Dbndd2
52846,D1Bwg0212e
52850,Rutbc2
52855,Lair1
52856,Gtpbp5
52857,Gramd1a
52858,Cdipt
52864,Btbd12
52874,D19Bwg1357e
52882,D13Bwg1146e
52898,D11Bwg0434e
52906,Ahi1
53310,Dlgh3
53311,Mybph
53312,Nub1
53313,Atp2a3
53314,Batf
53315,Sult1d1
53317,Plrg1
53318,Pdlim3
53319,Nxf1
53320,Folh1
53321,Cntnap1
53322,Nucb2
53323,Hip2
53324,Nptx2
53325,Banp
53328,Pgrmc1
53330,Vamp4
53331,Stx7
53332,Mtmr1
53333,Tomm40
53356,Eif3s4
53374,Chst3
53375,Mtx2
53376,Usp2
53378,Sdcbp
53380,Psmd10
53381,Prdx4
53382,Txnl1
53412,Ppp1r3c
53413,Exoc7
53414,Bysl
53415,Htatip2
53416,Stk39
53417,Hif3a
53418,B4galt2
53419,Corin
53420,Syt5
53421,Sec61a1
53422,Ybx2
53424,Tsnax
53598,Dctn3
53599,Cd164
53600,Timm23
53601,Pcdh12
53602,Hpcal1
53603,Tslp
53604,Zpbp
53605,Nap1l1
53606,Isg15
53607,Snrpa
53608,Map3k6
53609,Sfrs16
53610,Nono
53611,Vti1a
53612,Vti1b
53614,Reck
53617,Krt35
53618,Fut8
53619,Blcap
53620,Vamp5
53621,Cnot4
53622,Krt85
53623,Gria3
53624,Cldn7
53625,B3gnt2
53626,Insm1
53627,Porcn
53761,Bat2
53791,Tlr5
53814,Oaz3
53817,Bat1a
53856,Prg3
53858,ORF5
53859,Map3k14
53860,Sept9
53861,Zranb2
53867,Col5a3
53868,Rab25
53869,Rab11a
53870,Cntn6
53871,Pkd2l2
53872,Gpiap1
53878,Svs2
53881,Slc5a3
53883,Celsr2
53885,Nphp1
53886,Cdkl2
53890,Sart3
53892,Ppm1d
53893,Nudt5
53895,Clpp
53896,Slc7a10
53897,Gal3st1
53901,Dscr1l1
53902,Dscr1l2
53906,1810007E14Rik
53945,Slc40a1
53951,2310002B06Rik
53970,Rfx5
53972,Ngef
53975,Ddx20
53978,Edg4
54003,Nell2
54004,Diap2
54006,Deaf1
54120,Gipc2
54122,Uevld
54123,Irf7
54124,Cks1b
54125,Polm
54126,Arhgef7
54127,Rps28
54128,Pmm2
54130,Actr1a
54135,Lsr
54137,Acrbp
54138,Atxn10
54139,Irf6
54140,Avpr1a
54141,Spag5
54150,Rdh7
54151,Cyhr1
54152,Dnalc4
54153,Rasa4
54156,Egfl6
54159,Ear5
54160,Copg2
54161,Copg
54167,Icos
54169,Myst4
54170,Rragc
54188,Cpsf4
54189,Rabep1
54192,Pbsn
54194,Akap8l
54195,Gucy1b3
54196,Pabpn1
54197,Rnf5
54198,Snx3
54199,Ccrl2
54200,Sult2b1
54201,Zfp316
54204,Sept1
54208,Arl6ip1
54214,Golga4
54215,Cd160
54216,Pcdh7
54217,Rpl36
54218,B3galt4
54219,Cd320
54324,Arhgef5
54325,Elovl1
54326,Elovl2
54338,Slc23a2
54342,Gnpnat1
54343,Atf7ip
54351,Rai12
54352,Irx5
54353,Skap2
54354,Rassf5
54357,Epb4.1l4b
54364,Rpp30
54366,Ctnnal1
54367,Zfp326
54368,Gp9
54369,Nme6
54371,Chst2
54373,Prss16
54375,Azin1
54376,Cacng3
54377,Cacng4
54380,Smarcal1
54381,Pgcp
54383,Phc2
54384,Mtmr7
54387,Mcm3ap
54388,Hils1
54390,Sit1
54391,Rfk
54392,5730507H05Rik
54393,Gabbr1
54394,Crlf3
54396,Iigp2
54397,Ppt2
54399,Bet1l
54401,Ywhab
54402,Stk19
54403,Slc4a4
54405,Ndufa1
54409,Ramp2
54411,Atp6ap1
54418,Fmn2
54419,Cldn6
54420,Cldn8
54422,Barhl1
54426,Hgfac
54427,Dnmt3l
54445,Unc93b1
54446,Nfat5
54447,Asah2
54448,Il1f6
54450,Il1f5
54451,Cpsf3
54473,Tollip
54483,Mefv
54484,Mkrn1
54485,Dll4
54486,Ptgds2
54519,Apbb1ip
54524,Syt6
54525,Syt7
54526,Syt10
54561,Nap1l3
54562,Lrrc6
54563,Nup210
54598,Calcrl
54601,Mllt7
54604,Pcnx
54607,Socs6
54608,Abhd2
54609,Ubqln2
54610,Tbc1d8
54611,Pde3a
54612,Sfrp5
54613,St3gal6
54614,Prpf40b
54615,Npff
54616,Extl3
54624,Paf1
54630,Lmo6
54631,Nphs1
54632,Ftsj1
54633,Pqbp1
54634,Pdzx
54635,Pdgfc
54636,Wdr45
54637,Praf2
54638,Ccdc22
54644,Otud5
54645,Gripap1
54646,Ppp1r3f
54648,Ccdc120
54650,Sfmbt1
54651,Usp27x
54652,Cacna1f
54667,Atp8b2
54670,Atp8b1
54672,Gpr97
54683,Prdx5
54698,Crtam
54709,Eif3s2
54712,Plxnc1
54713,Fezf2
54720,Dscr1
54721,Tyk2
54722,Dfna5h
54723,Tfip11
55925,Syt8
55927,Hes6
55932,Gbp3
55934,Rp9h
55935,Fnbp4
55936,Ctps2
55938,Apom
55942,Sertad1
55943,Stx8
55944,Eif3s7
55946,Ap3m1
55947,Dclre1a
55948,Sfn
55949,Eef1b2
55950,Bri3
55951,Brp44l
55960,Ebag9
55961,Slc13a1
55963,Slc1a4
55978,Ift20
55979,Agpat1
55980,Impa1
55981,Pigb
55982,Paxip1
55983,Pdzrn3
55984,Camkk1
55985,Cxcl13
55987,Cpxm2
55988,Snx12
55989,Nol5
55990,Fmo2
55991,Panx1
55992,Trim3
55993,Msh4
55994,Smad9
56014,Olfr70
56015,Olfr71
56016,Hebp2
56017,Slc2a8
56018,Stard10
56030,Tmem131
56031,Ppie
56032,Tusc4
56036,Ccnl2
56040,Rplp1
56041,Vdp
56043,Akr1e1
56044,Rala
56045,Samhd1
56046,2410003P15Rik
56047,Msln
56048,Lgals8
56050,Cyp39a1
56055,Gtpbp2
56057,Btg4
56066,Cxcl11
56069,Il17b
56070,Tcerg1
56072,Lgals12
56075,Pdss1
56077,Dgke
56078,Car5b
56079,Astn2
56085,Ubqln1
56086,Set
56087,Dnahc10
56088,Dscr2
56089,Ramp3
56092,Cts7
56093,Pfpl
56094,Cts8
56095,Ftsj3
56096,Plac1
56150,Mad2l1
56173,Cldn14
56174,Nagk
56175,Bace2
56176,Pigp
56177,Olfm1
56183,Nmu
56184,Msgn1
56185,Hao3
56187,Rabggta
56188,Fxyd1
56189,Prodh2
56190,Rbm38
56191,Tro
56193,Plek
56195,Ptbp2
56196,Ttrap
56198,Heyl
56199,Abcb10
56200,Ddx21
56205,Ensa
56207,Uchl5
56208,Becn1
56209,Mir16
56210,Rev1l
56212,Rhog
56213,Htra1
56214,Scamp4
56217,Mpp5
56218,Patz
56219,Extl1
56220,Zfp386
56221,Ccl24
56223,Fscn3
56224,Tspan5
56228,Ube2j1
56229,Thsd1
56233,Hdac7a
56248,Ak3
56249,Actr8
56258,Hnrph2
56264,Cpxm1
56273,Pex14
56274,Stk3
56275,Rbm14
56277,Tmem45a
56278,Gkap1
56279,B230317C12Rik
56282,Mrpl12
56284,Mrpl19
56289,Rassf1
56292,Ard1
56293,Amac1
56294,Ptpn9
56295,Higd1a
56296,Dmrtb1
56297,Arl6
56298,Arl6ip2
56299,Fkbpl
56305,Pitpnb
56306,Tera
56307,Metap2
56309,Mycbp
56310,Gps2
56312,Nupr1
56314,Zfp113
56315,Rhcg
56316,Ggcx
56317,Anapc7
56318,Acpp
56320,Dbn1
56321,Aatf
56322,Timm22
56323,Dnajb5
56324,Stam2
56325,Abcb9
56327,Arl2
56330,Pdcd5
56332,Amotl2
56335,Mettl3
56336,B4galt5
56338,Txnip
56347,Eif3s8
56348,Hsd17b12
56349,Net1
56350,Arl3
56351,Ptges3
56353,Rybp
56354,Dnajc7
56356,Gltp
56357,Ivd
56358,Copz2
56360,Acot9
56361,Pus1
56362,Sult1b1
56363,Tmeff2
56364,Zmym3
56365,Clcnkb
56367,Scoc
56368,Cyb561d2
56369,Apip
56370,Tagln3
56371,Fzr1
56372,1110004F10Rik
56373,Cpb2
56374,Tmem59
56375,B4galt4
56376,Pdlim5
56378,Arpc3
56380,Arid3b
56381,Spen
56382,Rab9
56384,Letm1
56386,B4galt6
56388,Cyp3a25
56389,Stx5a
56390,Sssca1
56392,Shoc2
56395,Tmem115
56397,Morf4l2
56398,1500003O03Rik
56399,Akap8
56401,Lepre1
56403,Syncrip
56404,Trip4
56405,Dusp14
56406,Ncoa6
56407,Trpc4ap
56409,Nudt3
56410,Cbln3
56412,2610024G14Rik
56417,Adar
56418,Ykt6
56419,Diap3
56420,Ppp4c
56421,Pfkp
56422,Hbs1l
56424,Stub1
56426,Pdcd10
56427,Tubd1
56428,Mtch2
56429,Dpt
56430,Rsn
56431,Dstn
56433,Vps29
56434,Tspan3
56436,Adrm1
56437,Rrad
56438,Rbx1
56440,Snx1
56441,Nat6
56442,Serinc1
56443,Arpc1a
56444,Actr10
56445,Dnaja2
56447,Copz1
56449,Csda
56451,Suclg1
56452,Orc6l
56453,Mbtps1
56454,Aldh18a1
56455,Dynll1
56456,Actl6a
56457,Clptm1
56458,Foxo1
56459,Uble1a
56460,Pkp3
56461,Kcnip3
56462,Mtch1
56463,AL033314
56464,Ctsf
56468,Socs5
56469,Pias1
56470,Rgs19
56471,Stmn4
56473,Fads2
56480,Tbk1
56484,Foxo3a
56485,Slc2a5
56486,Gabarap
56488,Nxt1
56489,Ikbke
56490,Zbtb20
56491,Vapb
56492,Cldn18
56494,Gosr2
56495,Asna1
56496,Tspan6
56501,Elf4
56503,Ankrd49
56504,Srpk3
56505,Ruvbl1
56506,Cib2
56508,Rapgef4
56513,Pard6a
56515,Rnf138
56516,Rbms2
56517,Slc22a21
56519,Defb4
56520,Nme4
56522,Papolb
56523,Pmfbp1
56524,Mpp6
56525,Zfp235
56526,Sept6
56527,Mast1
56529,Sec11l1
56530,Tmem4
56531,Ylpm1
56532,Ripk3
56533,Rgs17
56534,Hspb3
56535,Pex3
56541,Habp4
56542,Ick
56543,Kcnd3
56544,V2R2
56550,Ube2d2
56551,Txn2
56612,Pfdn5
56613,Rps6ka4
56615,Mgst1
56619,Clec4e
56620,Clec4n
56622,Adam21
56626,Poll
56629,Dnase2b
56631,Trim17
56632,Sphk2
56635,Prlpm
56636,Fgf21
56637,Gsk3b
56640,Klk4
56642,Ankrd2
56643,Slc15a1
56690,Mlycd
56691,Dnajb8
56692,Map2k1ip1
56693,Crtap
56695,Pnkd
56696,Gpr132
56697,Akap10
56698,Rnuxa
56699,Cdc42ep4
56700,0610031J06Rik
56702,Hist1h1b
56703,Pigo
56705,Ranbp9
56706,Ccnl1
56707,Zfp111
56708,Clcf1
56709,Dnajb12
56710,Dbc1
56711,Plag1
56715,Rabgef1
56716,Gbl
56717,Frap1
56720,Tdo2
56722,Litaf
56724,Cript
56726,Sh3bgrl
56727,Miox
56735,Krt71
56736,Rnf14
56737,Alg2
56738,Mocs1
56739,Rec8L1
56741,Nope
56742,Psrc1
56743,Lat2
56744,Cxcl4
56745,C1qtnf1
56746,Tex101
56747,Sez6l
56748,Hirip5
56749,Dhodh
56752,Aldh9a1
56753,Tacstd2
56758,Mbnl1
56760,Clec1b
56771,Trfp
56772,Mllt11
56773,Chst5
56774,Slc6a14
56784,Garnl1
56786,Tmem9b
56787,Ascl3
56788,Scube2
56790,D3Ertd300e
56791,Ube2l6
56792,AI586015
56794,Hacl1
56795,Arl10
56805,Zbtb33
56807,Scamp5
56808,Cacna2d2
56809,Gmeb1
56811,Dkk2
56812,Dnajb10
56835,Ctsr
56838,Ccl28
56839,Lgi1
56843,Trpm5
56844,Tssc4
56846,Apba2bp
56847,Aldh1a3
56856,Insm2
56857,Slc37a2
56860,Olfr690
56863,Cldn9
56869,Zfp109
56872,Svs7
56873,Lmbr1
56874,Rnf32
56876,Nelf
56878,Rbms1
57014,Htr3b
57028,Pdxp
57080,Gtf2ird1
57138,Slc12a5
57170,Dolpp1
57230,Sap30bp
57246,Tbx20
57247,Zfp276
57249,Gabrq
57250,Olfr653
57253,Tas2r108
57254,Tas2r119
57255,Cldn13
57256,Prss21
57257,Vav3
57258,Xpo4
57259,Tob2
57261,Brd4
57264,Retn
57266,Cxcl14
57267,Apba3
57271,Olfr1509
57272,Olfr140
57274,Slc16a8
57275,Lenep
57276,Vsig2
57277,Slurp1
57278,Bcam
57279,Slc25a20
57295,Icmt
57296,Psmd8
57312,Mrps31
57314,Th1l
57315,Wdr46
57316,C1d
57317,Sfrs4
57319,Smpdl3a
57320,Park7
57321,Terf2ip
57329,Otor
57330,Perq1
57339,Jph1
57340,Jph3
57342,Parva
57344,As3mt
57349,Cxcl7
57354,Cramp1l
57355,ICRFP703B1614Q5.5
57357,Srd5a2l
57370,B4galt3
57373,D930014E17Rik
57376,Smarce1
57377,Gcs1
57385,P2ry4
57390,Psors1c2
57394,Tmem27
57423,Atp5j2
57429,Sult5a1
57431,Dnajc4
57432,Zc3h8
57434,Xrcc2
57435,S3-12
57436,Gabarapl1
57437,Golga7
57438,March7
57439,1300007B12Rik
57440,Ehd3
57441,Gmnn
57442,Kcne3
57443,Fbxo3
57444,Isg20
57737,Rhox4b
57738,Slc15a2
57740,Stk32c
57741,Noc2l
57742,Abhd1
57743,Sec61a2
57745,Zfp112
57746,Piwil2
57748,Jmy
57749,Piwil1
57750,Wdr12
57751,Rnf25
57752,Tacc2
57753,Noc3l
57754,Cend1
57755,Dnajb7
57756,Fhl5
57757,Pglyrp2
57764,Ntn4
57765,Tbx21
57773,Wdr4
57775,Usp29
57776,Ttyh1
57778,Fmnl1
57780,Fxyd7
57781,Cd200r1
57782,Rbak
57783,Tnip1
57784,Bin3
57785,2400006H24Rik
57808,Rpl35a
57810,Cdon
57811,Rgr
57813,Tk2
57814,Kcne4
57815,Spata5
57816,Tesc
57837,Eral1
57867,AA407452
57869,Adck2
57874,Ptplad1
57875,Angptl4
57890,Il17re
57895,Ccdc126
57896,Krcc1
57905,5830446M03Rik
57908,Zfp318
57911,Gsdm1
57912,Cdc42se1
57913,Lrdd
57914,Tpte2
57915,Tbc1d1
57916,Tnfrsf13b
58170,Accn5
58172,Sertad2
58175,Rgs20
58176,Rhbg
58178,Sorcs1
58181,Il20
58182,Prokr1
58184,Rqcd1
58185,Rsad2
58186,Rad18
58187,Cldn10
58188,2900093B09Rik
58193,Extl2
58194,Sh3kbp1
58198,Sall1
58200,Ppp1r1a
58202,A730008L03Rik
58203,Zbp1
58205,Pdcd1lg2
58207,Slc43a3
58208,Bcl11b
58210,Sectm1b
58212,2900083I11Rik
58214,Cst10
58217,Trem1
58218,Trem3
58220,Pard6b
58222,Rab37
58223,Mmp19
58226,Cacna1h
58227,9630031F12Rik
58229,AB041550
58230,Rnf8
58231,Stk4
58233,Dnaja4
58234,Shank3
58235,Pvrl1
58237,C030019F02Rik
58238,A830059I20Rik
58239,Dexi
58240,Hs1bp3
58242,Nudt11
58243,Nap1l5
58244,Stx6
58245,Gpr180
58246,Slc35b4
58248,1700123O20Rik
58249,Fibp
58250,Chst11
58251,Ddc8
58520,0610007P14Rik
58521,Cri1
58522,Trim54
58523,Statip1
58799,Crbn
58800,Trpm7
58801,Pmaip1
58802,Kcnmb4
58803,Pga5
58804,Cdc42ep5
58805,Mlxipl
58807,Slco1c1
58809,Rnase4
58810,Akr1a4
58859,Efemp2
58860,Adamdec1
58861,Cysltr1
58864,Tssk3
58865,Tdh
58866,Treh
58867,Syngr4
58869,Pex2
58875,Hibadh
58887,Repin1
58909,D430015B01Rik
58911,Sumf1
58916,Myot
58988,Rps6kb2
58991,Ghrl
58994,Smpd3
58996,Arhgap23
58998,Pvrl3
59001,Pole3
59002,Wdr8
59003,Maea
59004,Pias4
59005,Trappc2l
59006,Myoz2
59007,Ngly1
59008,Anapc5
59009,Sh3rf1
59010,Sqrdl
59011,Myoz1
59012,Moxd1
59013,Hnrph1
59014,Rrs1
59015,Nup160
59016,Thap11
59020,Pdzk1
59021,Rab2
59022,Edf1
59024,Med12
59025,Usp14
59026,Huwe1
59027,Pbef1
59028,Rcl1
59029,Psmd14
59030,Mkks
59031,Chst12
59032,4930511A21Rik
59033,Slc4a8
59035,Carm1
59036,Dact1
59038,Pxmp4
59040,Rhot1
59041,Stk25
59042,Cope
59043,Wsb2
59044,Rnf130
59045,Stard3
59046,Arpp19
59047,Pnkp
59048,C1galt1c1
59049,Slc22a17
59050,5730427N09Rik
59052,Mettl9
59053,Brp16
59056,Evc
59057,Zfp191
59058,Bhlhb5
59069,Tpm3
59079,Erbb2ip
59083,Fetub
59090,Midn
59091,Jph2
59092,Pcbp4
59093,Pcbp3
59095,Fxyd6
59125,Nek7
59126,Nek6
59287,Ncstn
59288,Dctn5
59289,Ccbp2
59290,Gpa33
59308,Emcn
60315,Myg1
60321,Wbp11
60322,Chst7
60344,Fign
60345,Nrip2
60361,Ms4a4b
60363,Cldn15
60364,Donson
60365,Rbm8a
60367,Il1rapl2
60409,Trappc4
60411,Cenpk
60425,Doc2g
60440,Iigp1
60441,Mrpl38
60455,Tmem8
60504,Il21r
60505,Il21
60507,Qtrt1
60510,Syt9
60525,Acss2
60527,Fads3
60530,Fignl1
60531,Rfrp
60532,Wtap
60534,Fancg
60594,Capn12
60595,Actn4
60596,Gucy1a3
60597,Mapk8ip2
60599,Trp53inp1
60600,Tsga8
60611,Foxj2
60613,Kcnq4
63828,Fn3k
63830,Kcnq1ot1
63856,Tbn
63857,Bcmo1
63859,Impg1
63872,Zfp296
63873,Trpv4
63913,Niban
63953,Dusp10
63954,Rbp7
63955,Cables1
63958,Ube4b
63959,Slc29a1
63985,Gmfb
63986,Gmfg
63993,Slc5a7
64008,Aqp9
64009,Syne1
64010,Sav1
64011,Nrgn
64050,Yeats4
64051,Sv2a
64058,Perp
64059,Oxct2a
64074,Smoc2
64075,Smoc1
64082,Popdc2
64085,Clstn2
64095,Gpr35
64099,Parvg
64103,Tnmd
64113,Moap1
64136,Sdf2l1
64138,Ctsz
64143,Ralb
64144,Mllt1
64164,Ifrg15
64176,Sv2b
64209,Herpud1
64213,St7
64214,Rgs18
64242,Ngb
64290,Foxb1
64291,Osbpl1a
64292,Ptges
64293,Stk32b
64294,Itm2c
64295,Tmub1
64296,Abhd8
64297,Gprc5b
64335,Svs3
64337,Gng13
64339,Fndc4
64340,Dhx38
64378,Gpr88
64379,Irx6
64380,Ms4a4c
64381,Ms4a8a
64383,Sirt2
64384,Sirt3
64385,Cyp4f14
64424,Polr1e
64435,Fcamr
64436,Inpp5e
64450,Gpr85
64451,Dip2a
64452,Slc5a4a
64453,Suhw2
64454,Slc5a4b
64540,Tspan4
64580,Ndst4
64602,Ireb2
64652,Nisch
64655,Mrps22
64656,Mrps23
64657,Mrps10
64658,Mrps25
64659,Mrps14
64660,Mrps24
64685,Nmi
64697,Keg1
64704,Htra2
64705,Dpys
64706,Scube1
64707,Suv39h2
64817,Svep1
64818,Krt81
64898,Lpin2
64899,Lpin3
64918,Bhmt2
64929,Scel
64930,Tsc1
64931,Folr4
64933,Ap3m2
64934,Pes1
64945,Cldn12
65019,Rpl23
65020,Zfp110
65079,Rtn4r
65086,Edg7
65098,Zfand6
65099,Irak1bp1
65100,Zic5
65102,Nif3l1
65103,Arl6ip6
65105,Arl6ip4
65106,Arl6ip5
65107,Lrp10
65111,Dap3
65112,Tmepai
65113,Ndfip1
65114,Vps35
65115,Bean
65116,Prrg2
65221,Slc15a3
65246,Xpo7
65247,Asb1
65254,Dpysl5
65255,Asb4
65256,Asb2
65257,Asb3
65945,Clstn1
65960,Twsg1
65961,Crlz1
65962,Slc9a3r2
65963,1810009M01Rik
65964,B230120H23Rik
65967,Eefsec
65969,Cubn
65970,Lima1
65971,1700021K02Rik
65972,Ifi30
65973,Asph
66011,Ranbp17
66039,D14Ertd449e
66042,Sostdc1
66043,Atp5d
66044,Hars2
66046,Ndufb5
66047,Mrpl54
66048,Tmem93
66049,Rogdi
66050,0610009B22Rik
66052,Sdhc
66053,Ppil2
66054,Cndp2
66055,0610009D07Rik
66056,Zfp524
66058,0610011I04Rik
66059,Krtcap2
66060,0610010O12Rik
66061,0610012D17Rik
66065,Dhrs10
66066,Gng11
66067,Gtpbp8
66069,Snupn
66070,0610040D20Rik
66071,Ethe1
66072,0610038F07Rik
66073,Txndc12
66074,Tmem167
66075,Chchd3
66077,Aurkaip1
66078,Tsen34
66079,Tmem42
66082,Abhd6
66084,0610042C05Rik
66085,Eif3s5
66086,0610037P05Rik
66087,Tmem111
66089,Rmnd5b
66090,Ypel3
66091,Ndufa3
66092,Ghitm
66096,0910001L09Rik
66098,Chchd6
66101,Ppih
66102,Cxcl16
66104,Tceal6
66105,Ube2d3
66106,Smpx
66107,1100001G20Rik
66108,Ndufa9
66109,Tspan13
66111,Tmed3
66112,Mosc1
66113,Apoa5
66116,Cml1
66117,1110001J03Rik
66118,1110005A23Rik
66119,1110002E23Rik
66120,Fkbp11
66121,Chchd1
66123,1110006O24Rik
66124,Josd2
66125,Sf3b5
66126,Elof1
66128,Mrps36
66129,1110018J18Rik
66131,Tipin
66132,1110008L16Rik
66136,Znrd1
66138,Wbscr22
66139,1110002H13Rik
66140,1110001A07Rik
66141,Ifitm3
66142,Cox7b
66143,Eef1e1
66144,Atp6v1f
66146,Tmem57
66147,Necap2
66148,Dnajc15
66151,Prr13
66152,1110020P15Rik
66153,Fbxo36
66154,Tmem14c
66155,Ufc1
66156,Anapc11
66158,Cxx1a
66161,Pop4
66162,Bola2
66163,Mrpl4
66164,Nip7
66165,Bccip
66166,S100a14
66167,Ccdc72
66168,Grina
66170,Chchd5
66171,Pgls
66172,Med11
66174,Nudt14
66175,Mustn1
66176,Nat9
66177,Ubl5
66179,1110031I02Rik
66180,1110036O03Rik
66181,Nola3
66182,Arfl4
66183,1110032A04Rik
66184,1110033J19Rik
66185,1110037F02Rik
66190,Phca
66191,Ier3ip1
66192,Lage3
66193,1110049F12Rik
66194,Pycrl
66196,Myohd1
66197,Cks2
66198,Them5
66199,Commd4
66201,1110059P08Rik
66202,1110059G10Rik
66203,Lce5a
66204,Acyp1
66205,Cd302
66206,1110059E24Rik
66208,Nenf
66209,1110054O05Rik
66211,Rpl3l
66212,Sec61b
66213,Crsp9
66214,1190002H23Rik
66218,Ndufb9
66220,Zdhhc12
66222,Serpinb1a
66223,Mrpl35
66225,1190005P17Rik
66226,Trappc2
66229,Rpl7l1
66230,Mrps28
66231,Thoc7
66233,Dmap1
66234,Sc4mol
66235,Eif1ay
66237,Atp6v1g2
66240,Kcne1l
66241,Tmem9
66242,Mrps16
66245,1500019G21Rik
66246,Osgep
66248,Alg5
66249,1810003N24Rik
66251,Arfgap3
66253,Aig1
66254,Dimt1
66256,Ssr2
66257,Nicn1
66258,Mrps17
66260,Tmem54
66261,Tm4sf20
66262,Ing5
66264,Ccdc28b
66266,1810011O16Rik
66268,1810008A14Rik
66269,Tmed6
66270,1810015C04Rik
66271,Tmem126a
66272,1810020G14Rik
66273,1810020D17Rik
66274,1810012P15Rik
66275,1810009K13Rik
66276,1810009A15Rik
66277,Klf15
66278,1810013D10Rik
66279,1810021J13Rik
66282,1810029B16Rik
66283,Gkn1
66284,1810036H07Rik
66286,Sec11l3
66289,1810030J14Rik
66290,Atp6v1g1
66291,1810030N24Rik
66292,Mrps21
66293,1810032O08Rik
66294,1810037C20Rik
66296,Cep27
66297,2610017I09Rik
66302,2410005O16Rik
66306,2810012G03Rik
66307,Isoc1
66308,2810021B07Rik
66309,Tmem128
66310,2810410M20Rik
66311,2610036L11Rik
66313,Smurf2
66314,Tpd52l2
66315,Senp7
66317,Wdr61
66320,Hspc171
66322,1700011A15Rik
66323,1700001K19Rik
66325,1700008H02Rik
66326,Dnajc5b
